total_images,last_price,total_area,first_day_exposition,rooms,ceiling_height,floors_total,living_area,floor,is_apartment,studio,open_plan,kitchen_area,balcony,locality_name,airports_nearest,cityCenters_nearest,parks_around3000,parks_nearest,ponds_around3000,ponds_nearest,days_exposition,year,month,weekday,price_per_m2,floor_type
3,5100000.0,48.0,2019-01-08,1,2.75,17,21.2,8,True,False,False,13.5,2,Сестрорецк,56588.0,33517.0,0.0,3100.0,1.0,703.0,30,2019,1,1,106250.0,Другой
18,4150000.0,42.0,2018-03-14,1,2.65,12,20.0,11,True,False,False,11.0,2,Санкт-Петербург,13991.0,12787.0,0.0,3100.0,0.0,3100.0,33,2018,3,2,98809.52,Другой
0,4700000.0,58.16,2018-02-01,3,2.6,9,39.0,7,True,False,False,7.0,0,Санкт-Петербург,29009.0,13624.0,0.0,3100.0,0.0,3100.0,135,2018,2,3,80811.55,Другой
8,4190000.0,31.0,2019-02-24,1,2.64,5,17.0,5,True,False,False,6.0,0,Санкт-Петербург,16207.0,9869.0,1.0,532.0,3.0,639.0,38,2019,2,6,135161.29,Последний
11,4500000.0,44.0,2018-01-11,2,2.6,5,29.0,4,True,False,False,6.0,1,Санкт-Петербург,39063.0,8323.0,0.0,3100.0,1.0,491.0,280,2018,1,3,102272.73,Другой
9,4900000.0,52.0,2019-04-15,3,2.7,12,33.0,7,False,False,False,6.0,2,Санкт-Петербург,17218.0,16220.0,0.0,3100.0,1.0,127.0,0,2019,4,0,94230.77,Другой
8,3660000.0,32.0,2018-07-26,1,2.6,9,18.6,5,True,False,False,6.7,0,Санкт-Петербург,13404.0,15995.0,0.0,3100.0,1.0,789.0,23,2018,7,3,114375.0,Другой
0,7100000.0,50.0,2017-06-06,1,2.72,25,20.0,13,True,False,False,13.0,0,Санкт-Петербург,36533.0,9289.0,1.0,674.0,0.0,3100.0,86,2017,6,1,142000.0,Другой
10,9500000.0,74.7,2018-02-27,2,2.72,9,41.7,8,True,False,False,12.0,0,Санкт-Петербург,15842.0,14344.0,1.0,628.0,0.0,3100.0,16,2018,2,1,127175.37,Другой
6,6272743.0,78.0,2017-10-03,3,2.75,17,49.27,12,False,False,False,12.05,0,поселок Мурино,,,,,,,317,2017,10,1,80419.78,Другой
11,5990000.0,51.0,2018-09-25,2,2.6,10,29.3,9,True,False,False,8.0,2,Санкт-Петербург,33673.0,13975.0,1.0,417.0,2.0,474.0,218,2018,9,1,117450.98,Другой
8,7750000.0,70.0,2018-01-12,2,2.72,15,41.3,5,True,False,False,10.4,1,Санкт-Петербург,15317.0,16941.0,0.0,3100.0,0.0,3100.0,54,2018,1,4,110714.29,Другой
5,4800000.0,44.0,2019-04-03,2,2.5,9,27.3,7,True,False,False,6.8,0,Санкт-Петербург,18023.0,13251.0,0.0,3100.0,0.0,3100.0,14,2019,4,2,109090.91,Другой
7,4950000.0,53.0,2018-07-10,2,2.5,9,33.0,9,True,False,False,6.8,0,Санкт-Петербург,41954.0,12168.0,1.0,10.0,0.0,3100.0,62,2018,7,1,93396.23,Последний
6,2800000.0,31.0,2017-08-12,1,2.72,12,17.0,5,True,False,False,7.0,0,Колпино,27203.0,32989.0,0.0,3100.0,1.0,1107.0,19,2017,8,5,90322.58,Другой
3,4190000.0,45.8,2018-10-05,2,2.5,5,28.9,5,True,False,False,6.3,0,Санкт-Петербург,42433.0,14936.0,0.0,3100.0,0.0,3100.0,119,2018,10,4,91484.72,Последний
9,2000000.0,32.4,2018-01-22,1,2.5,5,17.8,1,True,False,False,6.3,0,Всеволожск,,,,,,,183,2018,1,0,61728.4,Первый
1,2800000.0,46.4,2017-12-29,2,2.72,5,31.9,5,True,False,False,6.0,2,Шлиссельбург,,,,,,,45,2017,12,4,60344.83,Последний
14,5600000.0,70.0,2016-02-02,3,2.7,9,43.1,4,False,False,False,8.3,2,Санкт-Петербург,19546.0,21258.0,0.0,3100.0,1.0,552.0,323,2016,2,1,80000.0,Другой
7,3000000.0,66.0,2017-02-13,3,2.7,4,37.0,2,False,False,False,8.5,2,село Копорье,,,,,,,0,2017,2,0,45454.55,Другой
12,6000000.0,60.9,2019-04-11,2,2.88,4,40.4,1,True,False,False,7.8,0,Санкт-Петербург,15992.0,6583.0,2.0,394.0,0.0,3100.0,0,2019,4,3,98522.17,Первый
16,7600000.0,75.0,2017-09-28,3,2.53,7,54.0,1,True,False,False,8.0,0,Санкт-Петербург,31445.0,6132.0,1.0,145.0,2.0,513.0,0,2017,9,3,101333.33,Первый
17,3650000.0,34.5,2017-09-19,1,2.72,14,18.2,10,True,False,False,8.2,0,Санкт-Петербург,12897.0,12119.0,1.0,471.0,1.0,799.0,41,2017,9,1,105797.1,Другой
10,3900000.0,45.7,2017-08-17,2,2.72,5,31.0,3,True,False,False,6.5,0,Санкт-Петербург,27909.0,7419.0,1.0,395.0,2.0,579.0,118,2017,8,3,85339.17,Другой
18,6250000.0,53.0,2017-09-26,2,2.6,14,27.0,6,True,False,False,14.0,0,Санкт-Петербург,15117.0,13913.0,0.0,3100.0,0.0,3100.0,296,2017,9,1,117924.53,Другой
11,2950000.0,30.0,2017-08-17,1,2.72,5,18.0,5,True,False,False,6.0,0,Санкт-Петербург,51002.0,12455.0,2.0,291.0,1.0,476.0,157,2017,8,3,98333.33,Последний
20,9500000.0,63.0,2017-04-18,2,2.72,22,30.0,22,True,False,False,12.0,1,Санкт-Петербург,35847.0,15853.0,0.0,3100.0,0.0,3100.0,85,2017,4,1,150793.65,Последний
12,2000000.0,32.0,2017-08-04,1,2.55,9,18.0,2,True,False,False,6.0,0,Коммунар,,,,,,,18,2017,8,4,62500.0,Другой
12,3400000.0,31.0,2018-06-01,1,2.55,9,15.0,3,True,False,False,5.5,0,Санкт-Петербург,32106.0,9184.0,3.0,273.0,1.0,632.0,0,2018,6,4,109677.42,Другой
17,7499000.0,64.5,2018-08-18,2,2.72,3,41.2,1,True,False,False,7.6,0,Санкт-Петербург,21377.0,911.0,2.0,78.0,3.0,290.0,80,2018,8,5,116263.57,Первый
20,3800000.0,55.66,2017-12-18,2,2.72,4,32.95,2,True,False,False,8.82,0,Всеволожск,,,,,,,288,2017,12,0,68271.65,Другой
10,6500000.0,69.0,2017-10-29,3,2.72,6,46.0,5,True,False,False,8.0,1,Санкт-Петербург,19979.0,5701.0,1.0,800.0,0.0,3100.0,41,2017,10,6,94202.9,Другой
8,5300000.0,66.0,2016-02-17,3,2.72,4,44.0,2,True,False,False,6.0,1,Санкт-Петербург,19497.0,4252.0,1.0,185.0,1.0,192.0,315,2016,2,2,80303.03,Другой
5,3270000.0,49.7,2016-02-14,2,2.8,17,27.3,15,True,False,False,9.1,0,Колпино,28554.0,34340.0,0.0,3100.0,3.0,287.0,137,2016,2,6,65794.77,Другой
18,1600000.0,50.0,2019-03-01,2,2.6,5,33.0,2,True,False,False,6.0,1,поселок Молодцово,,,,,,,0,2019,3,4,32000.0,Другой
4,2130000.0,42.8,2018-03-02,2,2.7,2,29.0,2,True,False,False,6.0,1,Санкт-Петербург,41567.0,15677.0,0.0,3100.0,1.0,478.0,34,2018,3,4,49766.36,Последний
8,4650000.0,51.4,2018-03-02,2,2.72,9,33.0,9,True,False,False,7.0,0,Санкт-Петербург,13448.0,16057.0,0.0,3100.0,0.0,3100.0,309,2018,3,4,90466.93,Последний
10,750000.0,45.0,2016-06-10,2,2.72,5,30.3,4,False,False,False,6.0,0,Сланцы,,,,,,,142,2016,6,4,16666.67,Другой
19,3500000.0,44.2,2018-12-12,2,2.5,2,26.4,2,True,False,False,6.7,1,деревня Юкки,,,,,,,0,2018,12,2,79185.52,Последний
16,5900000.0,57.8,2018-11-21,3,2.54,5,43.1,2,True,False,False,5.2,1,Санкт-Петербург,10824.0,10761.0,0.0,3100.0,0.0,3100.0,30,2018,11,2,102076.12,Другой
6,7400000.0,82.1,2018-03-15,3,2.72,5,55.9,4,True,False,False,9.2,0,Санкт-Петербург,13617.0,9602.0,0.0,3100.0,0.0,3100.0,114,2018,3,3,90133.98,Другой
9,6670000.0,49.5,2019-03-18,2,2.7,23,21.5,21,True,False,False,13.2,2,Санкт-Петербург,7002.0,13218.0,1.0,830.0,0.0,3100.0,18,2019,3,0,134747.47,Другой
8,2300000.0,34.0,2018-09-21,1,2.75,12,16.0,11,True,False,False,9.0,2,городской поселок Янино-1,,,,,,,26,2018,9,4,67647.06,Другой
11,4500000.0,32.3,2018-10-10,1,2.55,9,17.9,3,True,False,False,6.0,0,Санкт-Петербург,14525.0,10332.0,0.0,3100.0,1.0,584.0,108,2018,10,2,139318.89,Другой
6,10590000.0,85.0,2017-06-29,3,2.72,11,43.0,6,True,False,False,17.0,2,Санкт-Петербург,23363.0,5853.0,0.0,3100.0,2.0,557.0,149,2017,6,3,124588.24,Другой
17,7500000.0,47.2,2018-12-10,2,2.72,8,26.0,7,True,False,False,8.2,0,Санкт-Петербург,24856.0,3704.0,0.0,3100.0,1.0,932.0,77,2018,12,0,158898.31,Другой
15,2350000.0,40.5,2019-04-17,2,2.72,3,29.3,3,True,False,False,5.5,0,поселок Лукаши,,,,,,,0,2019,4,2,58024.69,Последний
12,2970000.0,36.0,2017-08-11,1,2.72,27,14.0,25,True,False,False,12.0,0,поселок Мурино,,,,,,,126,2017,8,4,82500.0,Другой
3,1800000.0,29.0,2019-04-22,1,2.8,8,15.0,2,True,False,False,5.0,2,Коммунар,,,,,,,0,2019,4,0,62068.97,Другой
5,1800000.0,47.0,2017-01-22,3,2.5,5,33.0,4,True,False,False,6.0,0,Кириши,,,,,,,32,2017,1,6,38297.87,Другой
5,4712500.0,37.7,2017-01-14,1,2.72,18,18.14,10,True,False,False,9.58,0,Санкт-Петербург,10469.0,12770.0,0.0,3100.0,1.0,711.0,249,2017,1,5,125000.0,Другой
6,3100000.0,45.0,2017-08-15,2,2.72,5,31.0,5,True,False,False,6.0,1,Колпино,24159.0,29945.0,1.0,554.0,0.0,3100.0,17,2017,8,1,68888.89,Последний
9,7500000.0,58.6,2017-12-22,2,2.8,8,34.4,3,True,False,False,8.0,0,Санкт-Петербург,10708.0,10057.0,2.0,63.0,0.0,3100.0,57,2017,12,4,127986.35,Другой
7,3200000.0,44.0,2017-01-22,1,2.72,10,17.0,2,True,False,False,11.0,0,поселок Мурино,,,,,,,10,2017,1,6,72727.27,Другой
2,7820000.0,55.6,2017-06-03,2,2.72,12,30.8,11,True,False,False,5.8,1,Санкт-Петербург,29990.0,4870.0,1.0,641.0,1.0,145.0,332,2017,6,5,140647.48,Другой
7,3700000.0,34.5,2016-12-21,1,2.72,9,17.5,2,True,False,False,9.5,1,Санкт-Петербург,14289.0,16080.0,0.0,3100.0,1.0,400.0,283,2016,12,2,107246.38,Другой
16,3600000.0,32.0,2019-02-15,1,2.7,16,13.4,11,True,False,False,7.0,0,Санкт-Петербург,14730.0,13526.0,0.0,3100.0,0.0,3100.0,46,2019,2,4,112500.0,Другой
11,4680000.0,50.0,2018-11-20,2,2.6,9,31.0,1,True,False,False,8.0,0,Санкт-Петербург,13849.0,12645.0,2.0,468.0,2.0,692.0,105,2018,11,1,93600.0,Первый
11,3650000.0,40.6,2018-06-29,1,2.5,12,17.3,12,True,False,False,9.7,1,Санкт-Петербург,12828.0,11222.0,0.0,3100.0,0.0,3100.0,10,2018,6,4,89901.48,Последний
10,4800000.0,60.0,2017-11-24,2,2.6,5,33.4,5,True,False,False,11.0,2,поселок Шушары,11583.0,17369.0,0.0,3100.0,0.0,3100.0,86,2017,11,4,80000.0,Последний
18,5200000.0,57.0,2018-02-01,2,2.55,12,32.0,4,True,False,False,8.0,2,Санкт-Петербург,51425.0,14437.0,1.0,651.0,0.0,3100.0,172,2018,2,3,91228.07,Другой
20,3299000.0,31.6,2018-02-21,1,2.72,5,17.9,1,True,False,False,5.6,0,Санкт-Петербург,10992.0,12436.0,1.0,276.0,1.0,645.0,92,2018,2,2,104398.73,Первый
10,3590000.0,42.0,2018-12-14,1,2.72,8,17.0,4,True,False,False,10.0,0,Санкт-Петербург,19994.0,18996.0,1.0,500.0,0.0,3100.0,75,2018,12,4,85476.19,Другой
11,4900000.0,72.0,2018-08-28,3,2.6,10,50.0,4,True,False,False,10.0,1,поселок Шушары,18012.0,23688.0,0.0,3100.0,1.0,630.0,96,2018,8,1,68055.56,Другой
4,4200000.0,32.0,2018-08-28,1,2.5,9,17.0,3,True,False,False,7.5,0,Санкт-Петербург,45129.0,17854.0,0.0,3100.0,0.0,3100.0,37,2018,8,1,131250.0,Другой
4,3700000.0,41.0,2016-05-30,1,2.72,12,18.0,7,False,False,False,10.0,2,Санкт-Петербург,40007.0,9267.0,3.0,179.0,0.0,3100.0,42,2016,5,0,90243.9,Другой
12,5170000.0,69.0,2017-09-30,3,2.55,6,32.0,1,True,False,False,8.5,2,Санкт-Петербург,34313.0,15357.0,1.0,261.0,3.0,215.0,68,2017,9,5,74927.54,Первый
20,7950000.0,62.0,2017-02-20,2,2.72,17,31.0,13,False,False,False,13.0,2,Санкт-Петербург,13665.0,12398.0,1.0,737.0,0.0,3100.0,139,2017,2,0,128225.81,Другой
4,4949000.0,60.3,2017-02-07,3,2.5,9,43.1,2,True,False,False,6.2,0,Санкт-Петербург,37924.0,10396.0,1.0,662.0,0.0,3100.0,184,2017,2,1,82072.97,Другой
12,3900000.0,43.5,2019-01-27,2,2.72,5,28.2,5,True,False,False,5.04,0,Пушкин,14534.0,26688.0,0.0,3100.0,0.0,3100.0,4,2019,1,6,89655.17,Последний
17,5600000.0,52.0,2019-04-18,2,2.7,12,31.0,2,False,False,False,8.0,0,Санкт-Петербург,32385.0,12025.0,0.0,3100.0,0.0,3100.0,0,2019,4,3,107692.31,Другой
14,4130000.0,53.0,2018-03-19,2,2.77,12,24.7,8,True,False,False,12.6,2,деревня Кудрово,,,,,,,84,2018,3,0,77924.53,Другой
20,6999000.0,74.0,2018-01-13,4,2.5,9,50.0,4,True,False,False,6.3,0,Санкт-Петербург,12404.0,14996.0,0.0,3100.0,0.0,3100.0,0,2018,1,5,94581.08,Другой
15,2600000.0,30.6,2017-12-11,1,2.55,9,17.7,2,True,False,False,6.1,0,Сертолово,,,,,,,236,2017,12,0,84967.32,Другой
0,5600000.0,66.0,2017-08-08,2,2.7,13,48.0,7,True,False,False,9.0,0,Санкт-Петербург,20192.0,6247.0,0.0,3100.0,1.0,600.0,16,2017,8,1,84848.48,Другой
10,3800000.0,38.5,2017-08-01,1,2.72,12,19.9,9,False,False,False,9.9,2,Санкт-Петербург,38226.0,13123.0,1.0,434.0,1.0,631.0,223,2017,8,1,98701.3,Другой
15,6950000.0,43.6,2018-03-02,1,2.72,10,14.7,9,True,False,False,13.7,1,Санкт-Петербург,31744.0,4836.0,0.0,3100.0,3.0,153.0,165,2018,3,4,159403.67,Другой
11,5300000.0,59.0,2019-04-22,3,2.56,9,39.5,3,True,False,False,6.7,2,Санкт-Петербург,18498.0,13844.0,0.0,3100.0,0.0,3100.0,5,2019,4,0,89830.51,Другой
15,3700000.0,40.0,2018-03-02,1,2.7,12,20.2,11,True,False,False,8.0,0,Санкт-Петербург,34151.0,15195.0,1.0,366.0,3.0,286.0,48,2018,3,4,92500.0,Другой
5,2050000.0,54.0,2017-12-25,2,2.5,5,29.0,5,False,False,False,9.0,2,Кириши,,,,,,,0,2017,12,0,37962.96,Последний
15,7250000.0,68.0,2017-10-02,2,2.51,14,36.0,3,False,False,False,15.5,2,Санкт-Петербург,35396.0,11525.0,0.0,3100.0,3.0,690.0,352,2017,10,0,106617.65,Другой
5,1180000.0,42.0,2016-06-09,1,2.5,3,30.0,2,False,False,False,9.4,1,городской поселок Назия,,,,,,,367,2016,6,3,28095.24,Другой
10,3100000.0,42.3,2017-12-12,2,2.72,4,28.0,3,True,False,False,5.3,0,Гатчина,,,,,,,29,2017,12,1,73286.05,Другой
13,4700000.0,56.6,2018-03-21,3,2.5,5,50.0,4,True,False,False,6.6,0,Пушкин,13335.0,25488.0,1.0,642.0,0.0,3100.0,21,2018,3,2,83038.87,Другой
6,4500000.0,31.3,2018-07-10,1,2.72,9,15.8,5,True,False,False,8.0,0,Санкт-Петербург,12854.0,11128.0,0.0,3100.0,1.0,558.0,266,2018,7,1,143769.97,Другой
3,4433484.0,60.7,2017-03-21,2,2.75,24,32.0,17,True,False,False,11.9,0,Санкт-Петербург,22212.0,17399.0,0.0,3100.0,1.0,233.0,255,2017,3,1,73039.28,Другой
17,4800000.0,44.4,2019-03-13,2,2.5,9,26.8,9,True,False,False,6.3,0,Санкт-Петербург,51038.0,15148.0,0.0,3100.0,0.0,3100.0,0,2019,3,2,108108.11,Последний
19,2350000.0,47.8,2018-03-22,2,2.5,2,35.0,2,True,False,False,5.0,0,поселок Мичуринское,,,,,,,116,2018,3,3,49163.18,Последний
18,5900000.0,61.1,2018-07-08,3,2.8,7,36.3,5,False,False,False,12.2,0,Санкт-Петербург,31281.0,4260.0,2.0,495.0,1.0,123.0,74,2018,7,6,96563.01,Другой
11,8200000.0,75.0,2019-03-17,3,2.9,5,52.2,3,True,False,False,9.0,0,Санкт-Петербург,13638.0,8517.0,0.0,3100.0,0.0,3100.0,0,2019,3,6,109333.33,Другой
5,5915000.0,62.91,2018-01-01,2,2.72,17,31.74,11,True,False,False,12.52,2,Санкт-Петербург,39180.0,16002.0,0.0,3100.0,1.0,930.0,111,2018,1,0,94023.21,Другой
11,3800000.0,43.0,2018-03-29,2,2.5,5,28.0,1,True,False,False,5.0,0,Пушкин,14994.0,27147.0,0.0,3100.0,0.0,3100.0,143,2018,3,3,88372.09,Первый
5,7650000.0,68.0,2017-08-11,2,2.72,7,43.0,6,True,False,False,9.8,0,Санкт-Петербург,25447.0,4021.0,1.0,523.0,0.0,3100.0,152,2017,8,4,112500.0,Другой
7,5950000.0,60.0,2018-08-29,2,2.5,10,32.0,4,True,False,False,12.0,0,Санкт-Петербург,35966.0,16267.0,1.0,450.0,3.0,309.0,184,2018,8,2,99166.67,Другой
4,5600000.0,52.0,2019-04-10,3,2.5,5,37.2,2,True,False,False,5.8,1,Пушкин,13312.0,25466.0,1.0,352.0,0.0,3100.0,0,2019,4,2,107692.31,Другой
8,4500000.0,38.6,2019-03-31,1,2.7,12,20.1,2,False,False,False,10.1,0,Санкт-Петербург,33053.0,14217.0,2.0,293.0,2.0,289.0,29,2019,3,6,116580.31,Другой
10,6500000.0,46.0,2017-10-23,1,2.8,5,20.0,5,True,False,False,11.0,0,Санкт-Петербург,30473.0,5668.0,0.0,3100.0,1.0,710.0,3,2017,10,0,141304.35,Последний
16,5150000.0,74.4,2018-02-09,3,2.6,9,44.0,3,True,False,False,12.0,0,Всеволожск,,,,,,,45,2018,2,4,69220.43,Другой
9,4790000.0,56.0,2016-05-19,2,2.6,16,32.3,6,True,False,False,8.3,0,Санкт-Петербург,17049.0,16956.0,0.0,3100.0,1.0,755.0,127,2016,5,3,85535.71,Другой
1,6300000.0,57.7,2018-03-15,2,2.72,17,27.7,3,True,False,False,10.4,0,Санкт-Петербург,30201.0,9049.0,0.0,3100.0,0.0,3100.0,139,2018,3,3,109185.44,Другой
19,5000000.0,60.2,2017-08-17,2,2.72,7,27.8,1,True,False,False,9.3,0,Санкт-Петербург,23548.0,3090.0,0.0,3100.0,0.0,3100.0,35,2017,8,3,83056.48,Первый
10,4600000.0,48.0,2018-10-12,1,2.72,24,18.0,10,True,False,False,10.0,0,Санкт-Петербург,36410.0,14528.0,0.0,3100.0,0.0,3100.0,17,2018,10,4,95833.33,Другой
4,3650000.0,35.7,2018-10-24,1,2.6,9,18.1,8,True,False,False,7.1,1,Санкт-Петербург,28713.0,11034.0,1.0,204.0,0.0,3100.0,29,2018,10,2,102240.9,Другой
5,5870000.0,69.07,2017-02-12,2,2.72,18,38.73,4,True,False,False,11.44,0,Санкт-Петербург,18428.0,16134.0,1.0,739.0,1.0,758.0,58,2017,2,6,84986.25,Другой
11,3500000.0,28.71,2019-03-20,1,2.52,7,15.33,2,True,False,False,6.2,0,Санкт-Петербург,27231.0,9118.0,0.0,3100.0,1.0,102.0,9,2019,3,2,121908.74,Другой
19,3700000.0,34.0,2018-10-31,1,2.6,5,17.7,5,True,False,False,7.8,1,Санкт-Петербург,27725.0,11702.0,2.0,216.0,0.0,3100.0,7,2018,10,2,108823.53,Последний
10,4350000.0,65.0,2016-05-19,2,2.72,9,36.4,2,False,False,False,11.8,0,поселок Шушары,23321.0,29107.0,0.0,3100.0,1.0,575.0,255,2016,5,3,66923.08,Другой
16,6700000.0,90.1,2017-06-02,4,2.5,5,63.5,1,True,False,False,5.4,0,Санкт-Петербург,12322.0,10792.0,0.0,3100.0,0.0,3100.0,383,2017,6,4,74361.82,Первый
1,5500000.0,60.0,2017-11-29,2,2.7,10,34.0,4,True,False,False,11.0,0,Санкт-Петербург,51663.0,16965.0,0.0,3100.0,0.0,3100.0,25,2017,11,2,91666.67,Другой
3,3700000.0,44.1,2017-08-11,2,2.5,9,27.3,4,True,False,False,6.8,0,Санкт-Петербург,18870.0,13679.0,1.0,492.0,0.0,3100.0,165,2017,8,4,83900.23,Другой
11,3750000.0,35.7,2018-07-10,1,2.72,14,20.1,7,True,False,False,7.6,0,Санкт-Петербург,46344.0,15865.0,0.0,3100.0,0.0,3100.0,67,2018,7,1,105042.02,Другой
7,4000000.0,45.4,2017-07-26,2,2.72,5,30.4,4,True,False,False,6.4,1,Санкт-Петербург,27905.0,7511.0,1.0,487.0,2.0,571.0,89,2017,7,2,88105.73,Другой
20,5000000.0,42.0,2018-01-12,1,2.6,10,19.0,9,True,False,False,11.0,0,Санкт-Петербург,33632.0,12264.0,0.0,3100.0,0.0,3100.0,294,2018,1,4,119047.62,Другой
7,1600000.0,44.0,2018-10-08,2,2.5,5,28.8,5,False,False,False,6.0,1,Кириши,,,,,,,85,2018,10,0,36363.64,Последний
12,1450000.0,35.0,2017-10-07,1,2.72,5,18.5,5,True,False,False,6.0,1,поселок Старая Малукса,,,,,,,44,2017,10,5,41428.57,Последний
10,8100000.0,81.6,2019-02-19,3,2.5,16,45.3,15,True,False,False,10.1,1,Санкт-Петербург,18446.0,21871.0,0.0,3100.0,2.0,924.0,0,2019,2,1,99264.71,Другой
9,3650000.0,38.0,2018-08-16,1,2.72,27,15.0,24,True,False,False,11.5,0,поселок Парголово,53511.0,19687.0,0.0,3100.0,0.0,3100.0,20,2018,8,3,96052.63,Другой
8,2000000.0,59.0,2018-11-18,3,2.72,2,42.3,2,True,False,False,6.5,1,село Шум,,,,,,,9,2018,11,6,33898.31,Последний
5,8150000.0,60.0,2016-06-24,2,2.72,16,33.0,1,True,False,False,10.0,1,Санкт-Петербург,45026.0,17749.0,0.0,3100.0,0.0,3100.0,20,2016,6,4,135833.33,Первый
10,4550000.0,46.2,2018-11-04,2,2.5,9,28.2,2,True,False,False,8.4,0,Санкт-Петербург,42926.0,15429.0,1.0,167.0,0.0,3100.0,7,2018,11,6,98484.85,Другой
2,4130000.0,38.0,2018-11-21,1,2.72,16,16.1,7,True,False,False,10.8,0,деревня Новое Девяткино,,,,,,,27,2018,11,2,108684.21,Другой
13,5300000.0,56.6,2018-09-19,3,2.72,9,40.0,9,True,False,False,8.48,0,Санкт-Петербург,40407.0,12912.0,0.0,3100.0,0.0,3100.0,188,2018,9,2,93639.58,Последний
11,5100000.0,60.1,2017-04-29,3,2.5,9,43.0,6,False,False,False,6.2,2,Санкт-Петербург,44967.0,17205.0,0.0,3100.0,0.0,3100.0,321,2017,4,5,84858.57,Другой
15,3050000.0,36.0,2017-09-21,1,2.53,5,18.0,4,True,False,False,7.0,1,Санкт-Петербург,20849.0,16536.0,0.0,3100.0,2.0,298.0,180,2017,9,3,84722.22,Другой
6,2400000.0,44.0,2017-05-17,2,2.5,5,30.92,4,True,False,False,6.0,1,Гатчина,,,,,,,40,2017,5,2,54545.45,Другой
15,4020000.0,48.0,2016-02-11,2,2.5,9,30.4,2,False,False,False,8.4,1,Санкт-Петербург,17240.0,17148.0,0.0,3100.0,1.0,953.0,161,2016,2,3,83750.0,Другой
9,2700000.0,30.0,2018-10-17,1,2.72,9,16.0,7,True,False,False,7.0,0,Колпино,26491.0,32277.0,0.0,3100.0,0.0,3100.0,34,2018,10,2,90000.0,Другой
14,3920000.0,33.9,2018-03-21,1,2.64,17,15.2,14,True,False,False,7.1,1,Санкт-Петербург,25565.0,14075.0,0.0,3100.0,0.0,3100.0,258,2018,3,2,115634.22,Другой
10,2990000.0,34.7,2018-04-05,1,2.72,25,17.0,11,True,False,False,14.0,0,поселок Бугры,,,,,,,29,2018,4,3,86167.15,Другой
2,2800000.0,38.0,2017-03-01,1,2.72,6,18.0,6,True,False,False,12.0,0,поселок Шушары,18516.0,24302.0,0.0,3100.0,1.0,888.0,180,2017,3,2,73684.21,Последний
16,4000000.0,51.0,2017-11-02,1,2.7,18,17.4,11,True,False,False,15.0,1,поселок Парголово,61710.0,20866.0,0.0,3100.0,0.0,3100.0,242,2017,11,3,78431.37,Другой
20,8500000.0,65.3,2018-03-14,2,2.72,10,36.0,7,False,False,False,12.0,2,Санкт-Петербург,18893.0,4358.0,0.0,3100.0,1.0,665.0,100,2018,3,2,130168.45,Другой
13,3995000.0,48.0,2019-03-27,2,2.72,12,28.0,5,True,False,False,7.0,0,Кронштадт,65568.0,47294.0,1.0,146.0,1.0,293.0,29,2019,3,2,83229.17,Другой
16,5150000.0,79.0,2017-11-20,3,2.57,9,48.0,7,True,False,False,11.5,2,поселок Шушары,23199.0,28985.0,0.0,3100.0,0.0,3100.0,126,2017,11,0,65189.87,Другой
14,4550000.0,39.8,2017-05-14,1,2.75,14,19.2,3,False,False,False,9.0,1,Санкт-Петербург,33726.0,12407.0,0.0,3100.0,0.0,3100.0,160,2017,5,6,114321.61,Другой
0,3100000.0,33.0,2017-07-12,1,2.72,9,18.0,6,True,False,False,6.5,0,Санкт-Петербург,38195.0,10667.0,0.0,3100.0,1.0,955.0,45,2017,7,2,93939.39,Другой
17,3800000.0,52.0,2019-02-24,1,2.55,10,29.0,2,True,False,False,7.0,2,Санкт-Петербург,19308.0,22733.0,0.0,3100.0,2.0,267.0,0,2019,2,6,73076.92,Другой
6,3790000.0,33.0,2016-03-02,1,2.72,9,16.0,8,True,False,False,8.0,0,Санкт-Петербург,12355.0,10230.0,0.0,3100.0,0.0,3100.0,151,2016,3,2,114848.48,Другой
5,6900000.0,55.0,2018-08-22,2,2.5,25,30.0,17,True,False,False,11.0,0,Санкт-Петербург,43571.0,9425.0,0.0,3100.0,0.0,3100.0,100,2018,8,2,125454.55,Другой
16,2550000.0,65.0,2017-02-19,2,2.7,2,35.0,2,False,False,False,10.0,2,деревня Лесколово,,,,,,,44,2017,2,6,39230.77,Последний
13,6450000.0,74.0,2016-07-15,3,2.72,13,48.0,7,True,False,False,9.0,0,Санкт-Петербург,14696.0,10502.0,1.0,751.0,1.0,275.0,329,2016,7,4,87162.16,Другой
3,3400000.0,43.5,2016-03-21,1,2.5,5,18.7,1,True,False,False,10.5,0,поселок Шушары,18042.0,30351.0,0.0,3100.0,1.0,467.0,151,2016,3,0,78160.92,Первый
10,3950000.0,66.0,2016-08-30,2,2.75,8,34.9,7,True,False,False,11.8,0,поселок Янино-1,,,,,,,306,2016,8,1,59848.48,Другой
16,10665000.0,71.25,2018-08-04,2,2.75,20,,8,True,False,False,15.3,2,Санкт-Петербург,39357.0,10581.0,2.0,288.0,3.0,311.0,90,2018,8,5,149684.21,Другой
6,4400000.0,40.58,2018-02-01,1,2.72,19,15.93,17,True,False,False,13.21,1,Санкт-Петербург,35662.0,16699.0,0.0,3100.0,1.0,78.0,84,2018,2,3,108427.8,Другой
